"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1786040009260445713","Thu May 02 14:28:15 +0000 2024","3263"," aku ga pernah punya pengalaman serupa tapi bea cukai tuh kerjaannya apaan dah? liat berita seliweran kaya nguras duit orang anjir pernah liat ada yg dikasih pajak 2x lipat dari harga barang https://t.co/JZxQ1A9O7D","1786040009260445713","https://pbs.twimg.com/media/GMlJ685aAAASA6n.jpg","","in","","300","109","212","https://twitter.com/convomfs/status/1786040009260445713","1284061445148209154","convomfs"
"1786085322604044347","Thu May 02 17:28:19 +0000 2024","2612","Wujud Revolusi Mental: - Yang dihajar yang minta maaf. - Yang nyetor pajak yang diminta solusi. - Yang sipil yang disuruh menyelesaikan konflik. - Yang lurus yang digaslight buzzer. Ada lagi?","1786085322604044347","","","in","Depok, Indonesia","11","18","1462","https://twitter.com/andikamalreza/status/1786085322604044347","499262326","andikamalreza"
"1786182532943479201","Thu May 02 23:54:36 +0000 2024","83","Lagi viral ! Pengusaha empek-empek di Palembang ditagih pajak bernilai fantastis sebesar 16 Milyar. Uedannn !! https://t.co/hZ0vDJ4rPJ","1786182532943479201","https://pbs.twimg.com/ext_tw_video_thumb/1786182484579020801/pu/img/yIvDz38yu9cpQkhC.jpg","","in","Ponorogo, Indonesia","8","14","41","https://twitter.com/Naandaa27/status/1786182532943479201","1259753320152887296","Naandaa27"
"1785628643139698992","Wed May 01 11:13:38 +0000 2024","3985","Tolak Bayar Pajak Pasangan Ini Pilih Robek Tas hermes Berharga Didepan Petugas Emng Semahal itu yaaa pajaknya ?? a thread https://t.co/wASwW2SZaU","1785628643139698992","https://pbs.twimg.com/media/GMfTyHyb0AAPHIF.jpg","","in","","49","297","567","https://twitter.com/Artic_monkey12/status/1785628643139698992","1388483598","Artic_monkey12"
"1785206063916310954","Tue Apr 30 07:14:27 +0000 2024","771","Hukum bekerja dikantor pajak dan bea cukai https://t.co/8NY82xVRn7","1785206063916310954","https://pbs.twimg.com/ext_tw_video_thumb/1785206005799997440/pu/img/6Xtpfs1KDZd3d6HI.jpg","","in","Indonesia","48","95","271","https://twitter.com/fotodakwah/status/1785206063916310954","105428309","fotodakwah"
"1785156273081921757","Tue Apr 30 03:56:36 +0000 2024","13032","uang pajak lu noh dipake buat bayar biduan https://t.co/GxbjlmV6A4","1785156273081921757","https://pbs.twimg.com/media/GMYmKirbMAA46Bp.jpg","","in","BINTANG KEJORA","855","1057","3919","https://twitter.com/txtdrimedia/status/1785156273081921757","1300484934449000448","txtdrimedia"
"1785159996873101813","Tue Apr 30 04:11:51 +0000 2024","5032","PK &amp; PM : 1. Bangun datar dasar 2. Aritmatika 3. Kartesius 4. Fungsi komposisi 5. Invers 6. Pertidaksamaan ( 3 soal ) 7. Flowchart 8. bunga tunggal 9. Diskon pajak ( di pm ) 10. Logaritma ( dasar ) 11. Algoritma pemrograman Esai : kayak sainsin Al Faiz","1785160108273807466","","lrenxnj","in","","99","37","1071","https://twitter.com/lrenxnj/status/1785160108273807466","1277849559859777539","lrenxnj"
"1785943303244157070","Thu May 02 08:03:59 +0000 2024","5969","DUIT PAJAK SAYA ITU ","1785943303244157070","","","in","Jakarta","14","113","1538","https://twitter.com/ernestprakasa/status/1785943303244157070","16882261","ernestprakasa"
"1784038200761352392","Sat Apr 27 01:53:47 +0000 2024","46852","DIS! setega itu kemarin juga liat di titok kalo ada ibu ibu ngerobek tas hemez nya gara gara kzl dimintain pajak dia beli di Indonesia tasnya malah disuruh bayar pajak bea cukai pada saat balik dari luar negeri. https://t.co/Wk7jranbXG","1784038200761352392","https://pbs.twimg.com/media/GMItSLKaYAAllsB.jpg","","in","Denpasar, Bali","1365","2177","6425","https://twitter.com/AREAJULID/status/1784038200761352392","928308639315648512","AREAJULID"
"1785969979747357035","Thu May 02 09:49:59 +0000 2024","3454","Kasih kita pajak kayak orang Jerman Norway Swedia atau lebih tinggi sekalipun asalkan kita juga udah siap menerapkan hukum rajam ke pejabat korup dan keluarganya. Kalo penegakan hukum kayak skrg pajak makin tinggi mah mereka yg kaya dan kita yg makin melarat.","1785969979747357035","","","in","","10","23","1524","https://twitter.com/WidasSatyo/status/1785969979747357035","472857347","WidasSatyo"
"1785962926618407128","Thu May 02 09:21:57 +0000 2024","129","Terima kasih untuk #KawanPajak yang sudah ikut serta melaksanakan kewajiban perpajakan. Partisipasi pelaporan SPT Tahunan tahun ini semakin meningkat dari tahun sebelumnya! Mari terus tunjukkan semangat kolektif dalam memenuhi kewajiban perpajakan! https://t.co/lfJhmlAUQw","1785962926618407128","https://pbs.twimg.com/media/GMkDsKJboAA2PrQ.jpg","","in","Indonesia","129","87","90","https://twitter.com/DitjenPajakRI/status/1785962926618407128","543294959","DitjenPajakRI"
"1785605076175945957","Wed May 01 09:39:59 +0000 2024","2971","Gaji pegawai pajak gaes. Sedap gak? https://t.co/BZ45KCwRD6","1785605076175945957","https://pbs.twimg.com/media/GMe-WV3akAAaE_E.jpg","","in","Indonesia","213","501","1004","https://twitter.com/narkosun/status/1785605076175945957","84221579","narkosun"
"1785331711850795112","Tue Apr 30 15:33:44 +0000 2024","983","PK &amp; PM : 1. Bangun datar dasar 2. Aritmatika 3. Kartesius 4. Fungsi komposisi 5. Invers 6. Pertidaksamaan ( 3 soal ) 7. Flowchart 8. bunga tunggal 9. Diskon pajak ( di pm ) 10. Logaritma ( dasar ) 11. Algoritma pemrograman Esai : kayak sainsin Al Faiz","1785331711850795112","","","in","kirim menfess →","7","1","143","https://twitter.com/snbtfess/status/1785331711850795112","1515005472146812932","snbtfess"
"1783320162785202442","Thu Apr 25 02:20:33 +0000 2024","1386","Belum dilantik ..sudah mulai menuai hasilnya‼️ Sebelumnya PREMIUM hilang Kini PERTALITE akan hilang diganti PERTAMAX GREEN 95 dengan harga 13.000 Beras naik Gula naik Pajak naik LBP mau naikkan pajak motor untuk subsidi Kereta Cepat Ayo apa lagi yg mau naik??? #SelamatMenikmati https://t.co/i64J5zzsc5","1783320162785202442","https://pbs.twimg.com/ext_tw_video_thumb/1783320144573542400/pu/img/rKwBbW942V8FDZYW.jpg","","in","","46","181","934","https://twitter.com/Boediantar4/status/1783320162785202442","1383750727575605257","Boediantar4"
"1785990674824970441","Thu May 02 11:12:13 +0000 2024","436"," kdm Sederet Aktor &amp; Actress yg ditunjuk sebagai duta pajak korea dari tahun ke tahun karna rajin membayar pajak tepat waktu. 2019 : leejehoon &amp; seohyunjin 2020 : leeseojin &amp; IU 2021 : jojungsuk &amp; pmy 2022 : leeseunggi &amp; joboah 2023 : kimsoohyun &amp; songjihyo 1024 (cont..) https://t.co/mpH54NbKbW","1785990674824970441","https://pbs.twimg.com/media/GMkdDW0bgAAS0lS.jpg","","in","Rules 👇","26","24","47","https://twitter.com/kdrama_menfess/status/1785990674824970441","1012588105591713793","kdrama_menfess"
"1784513917366190456","Sun Apr 28 09:24:07 +0000 2024","10944"," Anies Akan Kejar Pajak 100 Orang Terkaya di Indonesia Because most of them have been granted privileges by negara. https://t.co/FINhM0tr24","1784513917366190456","https://pbs.twimg.com/ext_tw_video_thumb/1784513754803384320/pu/img/-ouixOe4bSNrgHj6.jpg","","in","I’m bubur | Turn on our notifs","67","45","2151","https://twitter.com/aniesbubble/status/1784513917366190456","753119307937280000","aniesbubble"
"1786023135684571363","Thu May 02 13:21:12 +0000 2024","219","Tas hermes mahal dirobek krn ga mau bayar bea masuk/pajak sebesar Rp26 juta. Mungkin daripada disita Bea Cukai mending rusakin aja. https://t.co/dPNbvGa3dp","1786023135684571363","https://pbs.twimg.com/ext_tw_video_thumb/1786023083570327552/pu/img/HsJJhV2XXZ3MTpV-.jpg","","in","Indonesia","4","16","55","https://twitter.com/narkosun/status/1786023135684571363","84221579","narkosun"
"1783709903154213109","Fri Apr 26 04:09:15 +0000 2024","1390","Bismillah 58 % Rakyat Memilih Keberlanjutan makanya PPN naik 12 % Nama kalian yg 58 % memilih Paslon 02 itu dipakai sbgi alasan utk menaikkan pajak! ENAK NGGA ?! PPN itu pajak jual beli loe beli apa aja kena pajak nya. Kita rakyat semua nih kena getahnya ! Ngerti ngga ⁉️ https://t.co/jH21XF93uP","1783709903154213109","https://pbs.twimg.com/ext_tw_video_thumb/1783709830781493248/pu/img/cJbRDb-rvWPyK066.jpg","","in","","79","240","762","https://twitter.com/NinzExe07/status/1783709903154213109","1651123026203901952","NinzExe07"
"1785997026498662406","Thu May 02 11:37:27 +0000 2024","287","Klo Rp51 miliar mah sedikit sekelas Dirjen Pajak. Itu beneran dilaporkan semua asetnya? https://t.co/ar7kc07RON","1785997026498662406","https://pbs.twimg.com/ext_tw_video_thumb/1785886220066951168/pu/img/UMiXCv1SKCWjDK00.jpg","","in","Indonesia","8","21","79","https://twitter.com/narkosun/status/1785997026498662406","84221579","narkosun"
"1783044006370554167","Wed Apr 24 08:03:13 +0000 2024","214","Kasus bea cukai https://t.co/zK2ph6MLhe","1783044006370554167","https://pbs.twimg.com/ext_tw_video_thumb/1783043919997173760/pu/img/DVq6lN3SopMzqEzE.jpg","","in","@fadhilaherynd","10","37","54","https://twitter.com/yudhakhel/status/1783044006370554167","112423941","yudhakhel"
"1785961689919422671","Thu May 02 09:17:03 +0000 2024","560","Satu tas saja koq di kenakan pajak Kcuali jmlnya lusinan https://t.co/Q7ruoh26c4","1785961689919422671","https://pbs.twimg.com/ext_tw_video_thumb/1785628676249591808/pu/img/yaba3yTB1_-_MPPr.jpg","","in","X___X","27","156","192","https://twitter.com/CV_KP_Mandiri/status/1785961689919422671","1084315822464462854","CV_KP_Mandiri"
"1783307459333095552","Thu Apr 25 01:30:05 +0000 2024","25","#KawanPajak @kring_pajak melakukan pengalihan layanan pada hari ini. Mohon maaf atas ketidaknyamanannya. https://t.co/wRzG66Wx7W","1783307459333095552","https://pbs.twimg.com/media/GL-UrSbaEAAJhwx.jpg","","in","Indonesia","1","3","88","https://twitter.com/DitjenPajakRI/status/1783307459333095552","543294959","DitjenPajakRI"
"1785523251571298523","Wed May 01 04:14:51 +0000 2024","899","Ada ajakan pembangkangan sosial. Berhubung yang jadi presiden 02 saya gak ikutan bayar pajak. Biarin kendaraan bodong toh pemakai ijazah bodong aman aman saja. Setuju? #GerakanAntiJokowi #GerakanAntiJokowi https://t.co/cXFXhLmKei","1785523251571298523","https://pbs.twimg.com/ext_tw_video_thumb/1785523222966075392/pu/img/8mfHSpusBbTyftmE.jpg","","in","","12","33","488","https://twitter.com/MichelAdam7__/status/1785523251571298523","1647311678160384007","MichelAdam7__"
"1784839504605687941","Mon Apr 29 06:57:53 +0000 2024","6752","Biar makin kesel setiap mau bayar pajak liat diagram ini untuk tau uang kita digunakan untuk apa aja https://t.co/nQCWCmcDqZ","1784839504605687941","https://pbs.twimg.com/media/GMUGEgmaYAArPy4.jpg","","in","Asmaraloka","1274","657","4126","https://twitter.com/FunJunkies/status/1784839504605687941","237530329","FunJunkies"
"1785646001329680608","Wed May 01 12:22:37 +0000 2024","161","KENYATAAN TERBALIK Duitnya gak ada Utang negara naik Import tambah naik Harga kebutuhan pokok tambah naik Listrik naik Pajak naik US$ naik Sampe SAMSUL pun naik https://t.co/tAYeS866rQ","1785646001329680608","https://pbs.twimg.com/amplify_video_thumb/1785645647749865472/img/fX7HKcYqKr5Ciy5l.jpg","","in","Bali, Indonesia","3","33","53","https://twitter.com/T0M5helby/status/1785646001329680608","1426438140202348546","T0M5helby"
"1786177549779038569","Thu May 02 23:34:48 +0000 2024","159","Masih hangat kasus alat SLB robot transformer dan sepatu. Kali ini bea cukai menjadi buah bibir lagi. Seorang wanita merobek tas hermes didepan petugas beacukai karena dikenakan pajak 26 juta itulah mengapa banyak netizen banyak yang sebut tukang palak beseragam?ya mungkin https://t.co/RUvcEoQJtH","1786177549779038569","https://pbs.twimg.com/ext_tw_video_thumb/1786176816673415168/pu/img/TE3VBT5wv6gEejR3.jpg","","in","Planeta Rica, Colombia","2","21","95","https://twitter.com/5teV3n_Pe9eL/status/1786177549779038569","224431376","5teV3n_Pe9eL"
"1786243970672337303","Fri May 03 03:58:44 +0000 2024","16","Gimana ga males bayar pajak dan bea cukai kalo liat beginian.","1786243970672337303","","","in","ÜT: -6.247456,106.815105","0","0","6","https://twitter.com/edykhemod/status/1786243970672337303","147268632","edykhemod"
"1783360593862521320","Thu Apr 25 05:01:13 +0000 2024","15635","Salah satu peraturan unik di Indonesia adalah bayar pajak kendaraan harus bawa KTP yang sesuai sama nama di STNK. Nah kalo kita beli udah tangan ke 2-3-4 dst dimana kita mau minjem KTP nya? Padahal logikanya kita ke Samsat adalah dalam rangka bayar pajak alias keluarin uang https://t.co/CwSkAKPj4y","1783360593862521320","https://pbs.twimg.com/media/GL_E_5XaoAARhCu.jpg","","in","","1056","3071","5820","https://twitter.com/MasMasBiassaa/status/1783360593862521320","1544688618534408192","MasMasBiassaa"
"1786040245965984004","Thu May 02 19:22:30 +0000 2024","128","@revolutia sedikit memberikan pandangan lain Lapor SPT tahunan mencerminkan Pajak Penghasilan (PPh). Padahal PPh hanya menyumbang 35% postur APBN jadi kurang tepat bila disebutkan 13juta orang menanggung APBN. karena ada PPN yang dibayar oleh seluruh masyarakat https://t.co/TxuRC2cFMK","1786114057348735113","https://pbs.twimg.com/media/GMmM74caYAQ4zrM.jpg","revolutia","in","pabrik spreadsheet","3","8","34","https://twitter.com/AkuntanMilenial/status/1786114057348735113","1252598011789627392","AkuntanMilenial"
"1785974159400640525","Thu May 02 10:06:36 +0000 2024","116","Kalian demo kenaikan Upah ? Kalian Demo kenaikan BBM? Pajak? listrik? Gas? dan harga bahan pokok? Demo atas kenaikan biaya Kuliah? Saat pemilu kalian justru lebih memilih program berkelanjutan yang jadi TAHI daripada TAHU. Ya udah terima saja sambil joget gemoy...ok gas.. https://t.co/MidDro6Spz","1785974159400640525","https://pbs.twimg.com/ext_tw_video_thumb/1785974042841042944/pu/img/4GPok5raNkaPfFyO.jpg","","in","","1","7","48","https://twitter.com/RomitsuT/status/1785974159400640525","1038483432391634944","RomitsuT"
"1784111667649118491","Sat Apr 27 09:32:30 +0000 2024","39","@AghaarXx Pajak dan becuk https://t.co/Fn9H2oqDVb","1784153638497382754","https://pbs.twimg.com/ext_tw_video_thumb/1783798878111985664/pu/img/v9PnzhD7HQApU33k.jpg","AghaarXx","in","","2","0","8","https://twitter.com/berpikirilmiah/status/1784153638497382754","1414012549012492289","berpikirilmiah"
"1784373271116616102","Sun Apr 28 00:05:14 +0000 2024","6504","Udah bayar pajak disuruh mikir juga","1784373271116616102","","","in","Garut Bandung Jakarta","39","106","2690","https://twitter.com/hanmula/status/1784373271116616102","206647684","hanmula"
"1785566465472819238","Wed May 01 07:18:49 +0000 2024","4","@VIVAcoid Pegawai pajak be ready.. https://t.co/REQnrv6oej","1785569550408532214","https://pbs.twimg.com/media/GMeeCcQaMAA1q6m.jpg","VIVAcoid","in","Blue Earth, MN","0","3","0","https://twitter.com/ManBehindThe9un/status/1785569550408532214","1500252005930975232","ManBehindThe9un"
"1784206653136785491","Sat Apr 27 13:03:09 +0000 2024","938","Bahwa Subsidi itu sama sekali tidak membebani APBN karena apa karena secara tidak kita sadar pajak telah melilit kehidupan keseharian kita... https://t.co/V2vT10shNJ","1784206653136785491","https://pbs.twimg.com/ext_tw_video_thumb/1784206595955777536/pu/img/WotVhNS-5WCQKTRe.jpg","","in","","14","18","479","https://twitter.com/Malika6027/status/1784206653136785491","1603593688005115905","Malika6027"
"1785501986437357999","Wed May 01 02:50:21 +0000 2024","152","Tekor Setoran Pajak Setoran pajak pada triwulan I 2024 merosot drastis. Defisit anggaran bisa bengkak jika penerimaan pajak terus anjlok. Simak edisi terbaru Koran Tempo hanya di https://t.co/CI65m11YQM #korantempodigital #KoranTempo https://t.co/aSWGM3JJoz","1785501986437357999","https://pbs.twimg.com/media/GMdgh6dbUAAl48O.jpg","","in","Indonesia","9","37","43","https://twitter.com/tempodotco/status/1785501986437357999","18129942","tempodotco"
